be vulnerable to,[bi ˈvəlnərəbəl tɪ],易受......的伤害,
be weary of,[bi ˈwɪri əv],对......厌煩；对......厌倦,
be willing to do sth.,[bi ˈwɪlɪŋ tɪ du sth*.],愿意去做某事,
be worth doing sth.,[bi wərθ duɪŋ sth*.],值得做某事,
bear witness to,[bɛr ˈwɪtnəs tɪ],证明；见证,
before long,[ˌbiˈfɔr lɔŋ],不久以后,
behave oneself,[bɪˈheɪv ˌwənˈsɛlf],举止得体；守规矩,
behind one's back,[bɪˈhaɪnd wənz bæk],背着某人；背地里,
behind schedule,[bɪˈhaɪnd ˈskɛʤʊl],晚点,
behind the scenes,[bɪˈhaɪnd ðə sinz],在幕后；不公开的,
believe in,[bɪˈliv ɪn],信仰；信任,"[C] The founders of the model did not believe in formal city planning and instead advocated growth through the expansion of so-called ""natural areas"
believe it or not,[bɪˈliv ɪt ər nɑt], 信不信由你,
belong to,[bɪˈlɔŋ tɪ], 属于,"The animals found in the Tommotian fossil bed were once thought to belong to a variety of  modern animal groups, but now they are thought to have descended from a single group"
benefit from,[ˈbɛnəfɪt frəm],得益于,To give examples of institutions that benefit from corporate support
beside the point,[ˌbiˈsaɪd ðə pɔɪnt],离题；不相干,
beyond doubt,[bɪɔnd daʊt],无疑,
beyond limits,[bɪɔnd ˈlɪmɪts],超过界限；超越极限,
beyond one's comprehension,[bɪɔnd wənz ˌkɑmpriˈhɛnʃən],超出某人的理解能力,
bid for,[bɪd fər],努力争取；竞标求包（工程）；出价竞买（某物）,
billions of,[ˈbɪljənz əv],数十亿,
blame sb. for sth.,[bleɪm sb*. fər sth*.],因某事责备某人,
biock out,[biock* aʊt], 封闭,
blow over,[bloʊ ˈoʊvər],平息；被淡忘；吹过,
blow up,[bloʊ əp], 爆发；爆炸；放大,
boast of,[boʊst əv],夸耀；炫耀,
boil down to,[bɔɪl daʊn tɪ],意味着；归结为,
bounce back,[baʊns bæk], 反弹；迅速恢复活力,
break a promise,[breɪk ə ˈprɑməs],违背承诺；失约,
break apart,[breɪk əˈpɑrt],分开,
break away (from),[breɪk əˈweɪ (frəm)],脱离；放弃；逃跑,
break down,[breɪk daʊn],出故障；打倒；分解,
break down into,[breɪk daʊn ˈɪntu],分解成；分类,
break into,[breɪk ˈɪntu],破门而入；突然开始（做某事）,
break off,[breɪk ɔf],折断；突然停止,
break out,[breɪk aʊt],爆发；突然发生,
break up,[breɪk əp],分手；破碎；结束；解散,
bring about,[brɪŋ əˈbaʊt],导致；引起,"As Park stated, among them are ""transportation and communication, tramways and telephones, newspapers and advertising, steel construction and elevators-all things, in fact, which tend to bring about at once a greater mobility and a greater concentration of the urban populations"
bring back,[brɪŋ bæk],拿回来；使......恢复；使......回忆起来,
bring down,[brɪŋ daʊn],降低,"Even with snow on the ground, the high bushy understory is exposed; also snow and wind bring down leafy branches of cedar, hemlock, red alder, and other arboreal fodder"
bring forth,[brɪŋ fɔrθ],产生；提出,
bring in,[brɪŋ ɪn],引进；生产；增加,"For instance, some social groups employ shunning (a person can remain in the community, but others are forbidden to interact with the person) as a device to bring into line individua ls whose behavior goes beyond that allowed by the particular group"
bring up,[brɪŋ əp],提出；养育,
brush off,[brəʃ ɔf], 刷掉；不理睬,
build into,[bɪld ˈɪntu], 使固定于；使成为组成部分,
build on/upon,[bɪld on/upon*],依赖；建立于,
build up,[bɪld əp],增进；加强,To build up a better picture of fluctuations apprecia bly further back in time requires us to use proxy records
bulge out,[bəlʤ aʊt],凸出,
bump into,[bəmp ˈɪntu],碰到；撞到,
burn out,[bərn aʊt],烧坏；烧尽,
burst into,[bərst ˈɪntu],突然闯入,
burst out,[bərst aʊt],冲出来；突发；大声喊叫,
but for,[bət fər],除......以外；如果没有,
buy off,[baɪ ɔf],贿赂；收买,
by a large margin,[baɪ ə lɑrʤ ˈmɑrʤən],以很大优势,
by accident,[baɪ ˈæksədənt],偶然地；意外地,
by and large,[baɪ ənd lɑrʤ],大体上；总的来说,
by chance,[baɪ ʧæns],偶然；碰巧,"For example, wild cattle (bovines) and horses are portrayed more often than we would expect by chance, probably because they were larger and heavier (meatier) than other animals in the environment"
by contrast/comparison,[baɪ contrast/comparison*],相比之下；比较起来,
by far,[baɪ fɑr], 到目前为止,
by means of,[baɪ minz əv],用；凭借,
by mistake,[baɪ mɪˈsteɪk],错误地,
by nature,[baɪ ˈneɪʧər],天生；就其本性而言,
by no means,[baɪ noʊ minz],绝不；无论如何也不,
by the age of,[baɪ ðə eɪʤ əv],到......年齢,
by the name of,[baɪ ðə neɪm əv],以......的名；名叫......,
by the time,[baɪ ðə taɪm],到.......的付候,"According to paragraph 3, how had Fort Vancouver changed by the time David Douglas returned in 1832?"
by the way,[baɪ ðə weɪ],顺便提一下,
by turns,[baɪ tərnz],轮流；交替,
by virtue of,[baɪ ˈvərʧu əv],由于；凭借,Lodgepoles survive only by virtue of their aggression
by way of,[baɪ weɪ əv],经由；通过,
call for,[kɔl fər],要求；呼吁；需要,
call in,[kɔl ɪn], 召集；召来,
call off,[kɔl ɔf],放弃；取消,
call on/upon,[kɔl on/upon*],访问；拜访；号召；呼吁,
calm down,[kɑm daʊn],平静下来；镇定下来,
can't help doing sth.,[kænt hɛlp duɪŋ sth*.],禁不住做某事；不得不做某事,
can't wait to do sth.,[kænt weɪt tɪ du sth*.],等不及想去做某事,
care for,[kɛr fər],关心；照顾,
carry away,[ˈkɛri əˈweɪ],运走；使失去自制力,
carry off,[ˈkɛri ɔf], 夺去,
carry on,[ˈkɛri ɔn],继续下去：进行：开展；从事：商说同没,We will probably never be able to carry on an unaided conversation with cetaceans
carry out,[ˈkɛri aʊt],执行；实行；贯彻；实现；完成,"Unlike formal statues that are limited to static poses of standing, sitting, and kneeling, these figures depict a wide range of actions, such as grinding grain, baking bread, producing pots, and making music, and they are shown in appropriate poses, bending and squatting as they carry out their tasks"
carve out,[kɑrv aʊt],雕刻出；制造出,
cast doubt on,[kæst daʊt ɔn],怀疑.......,A high-scoring response will include the following points made by the professor that cast doubt on the points made in the reading:
catch a glimpse of,[kæʧ ə glɪmps əv],瞥见；看见,
catch on,[kæʧ ɔn],理解；明白,
catch one's breath,[kæʧ wənz brɛθ],屏息；歇口气,
catch one's eye,[kæʧ wənz aɪ],引起某人注意,
catch sight of,[kæʧ saɪt əv],发现；突然看见,
catch up,[kæʧ əp],赶上：追上：叙旧；卷入,
cater to,[ˈkeɪtər tɪ],迎合,
cease doing sth.,[sis duɪŋ sth*.],停止做某事,
cease to,[sis tɪ],停止；终止,
center on,[ˈsɛnər ɔn],以......为中心,
chase after,[ʧeɪs ˈæftər],追逐；追赶,robustus did not chase after prey
check in,[ʧɛk ɪn],办理登机（或入住）手续,Put a check in the correct boxes
check out,[ʧɛk aʊt],结账后离开；检验；核查,
cheer for,[ʧɪr fər],为......喝彩（或加油）,
chew on,[ʧu ɔn],考虑；细想,
chew up,[ʧu əp],咀嚼；毁坏；消耗,
churn up,[ʧərn əp],搅拌,
claim to,[kleɪm tɪ],声称；要求,
clean up,[klin əp],清理,Only recently have investigators considered using these plants to clean up soil and waste sites  that have been contaminated by toxic levels of heavy metals-an environmentally friendly approach known as phytoremediation
clear off,[klɪr ɔf],清除；摆脱；离开,
climb up,[klaɪm əp],爬上去,
cling to,[klɪŋ tɪ],紧紧抓住（或抱住）；坚持,
cluster around,[ˈkləstər əraʊnd],聚集在......周围,
coalesce into,[ˌkoʊəˈlɛs ˈɪntu],凝聚成；结合,
coincide with,[ˌkoʊɪnˈsaɪd wɪθ],符合；与......一致,
collaborate with,[kəˈlæbərˌeɪt wɪθ],与......合作,
collide with,[kəˈlaɪd wɪθ],相冲突；相抵触；相碰撞,[F] Accidents involving oil tankers occur when tankers run into shore reefs or collide with other vessels
come about,[kəm əˈbaʊt],发生；产生,
come across,[kəm əˈkrɔs],偶遇；无意中发现,
come along,[kəm əˈlɔŋ],出现；一起来；陪伴,
come down to,[kəm daʊn tɪ], 归根结底,
come into being,[kəm ˈɪntu biɪŋ],形成,
come into effect,[kəm ˈɪntu ˈifɛkt],生效；实施,
come into existence,[kəm ˈɪntu ɪgˈzɪstəns],成立；开始存在,
come into use,[kəm ˈɪntu juz],开始被使用,
come out of,[kəm aʊt əv],出自；从......出来,
come over,[kəm ˈoʊvər],过来；顺便拜访,
come through,[kəm θru],安然渡过（难关等）,
come to a halt,[kəm tɪ ə hɔlt],停住；停止,
come to light,[kəm tɪ laɪt],显露；真相大白,
come to mind,[kəm tɪ maɪnd],想到；浮现在脑海,
come to one's senses,[kəm tɪ wənz ˈsɛnsɪz],苏醒过来；恢复理智,
come to the point,[kəm tɪ ðə pɔɪnt],说到要点；扼要地说,
come true,[kəm tru],实现；成真,
come up against,[kəm əp əˈgɛnst], 突然或意外碰到（困难等）,
come up with,[kəm əp wɪθ],提出；想出；赶上,"During other activities encountered in school, such as projects, children now tend to rely on the internet to come up with ideas"
come upon,[kəm əˈpɑn],偶然遇见；突然产生,
comment on,[ˈkɑmɛnt ɔn],对......评论,Other students should comment on the man's remark
commit oneself to,[kəˈmɪt ˌwənˈsɛlf tɪ],致力于......；献身于......,
communicate with,[kəmˈjunəˌkeɪt wɪθ],与......沟通,These dolphins have learned to communicate with trainers who use sign language to ask simple questions
compare with,[kəmˈpɛr wɪθ],与......比較,
compel sb. to do sth.,[kəmˈpɛl sb*. tɪ du sth*.],强迫某人做某事,
compensate for,[ˈkɑmpənˌseɪt fər],赔偿；补偿,"In other words, they were able to compensate for the Sun's movement"
compete for,[kəmˈpit fər],角逐；竞争；为......比赛,Whether different species compete for the same environments
compete with,[kəmˈpit wɪθ],与......竟争,[A] Clements held that ecological communities were like organisms that compete with each other for dominance in a particular climatic region
comply with,[kəmˈplaɪ wɪθ],遵从；顺从,
conceal sth. from sb.,[kənˈsil sth*. frəm sb*.],对某人隐瞒某事,
concentrate on,[ˈkɑnsənˌtreɪt ɔn],集中精力子......,"Even if you think that the preparation for the business world should be the main aspect of acquiring knowledge, you should still agree with the statement, because when you really analyse the requirements of work that are typical in our time, you will realize that the technologies and the methods change so quickly, that it would be a very big mistake to concentrate on a specific subject"
confess to (doing) sth.,[kənˈfɛs tɪ (duɪŋ) sth*.],承认（做过）某事,
conform to,[kənˈfɔrm tɪ],符合；遵守；依照,"The phrase ""conform to"" in paragraph 3 is closest in meaning to"
contribute to,[kənˈtrɪbjut tɪ],有助于；促成,Silicate rocks contribute to the creation of carbon dioxide
control over,[kənˈtroʊl ˈoʊvər],控制；支配；征服,"The German emperors starting with Otto I (936-973), for example, struggled ceaselessly to establish their control over the cities of northern Italy, since those cities generated more revenue than all of rural Germany combined"
convert...into/to,[convert...into/to*],使转变；把......转化成,
convince sb. of,[kənˈvɪns sb*. əv],使某人确信；使某人朋白,
cool off,[kul ɔf],冷静下来；变凉,It indicates that the Earth may cool off at some point in the future
cooperate with sb.,[kˈwɑpərˌeɪt wɪθ sb*.],与某人合作,
coordinate with,[koʊˈɔrdəˌneɪt wɪθ],使协调；配合,
cope with,[koʊp wɪθ],处理,This was justified by the view that reflective practice could help teachers to feel more intellectua lly involved in their role and work in teaching and enable them to cope with the paucity of scientific fact and the uncertainty of knowledge in the discipline of teaching
correspond to,[ˌkɔrəˈspɑnd tɪ],相当于......；符合：,"So the writer's idea here does not correspond to what the lecture is implying, which is that nowadays, because commercial operations started increasing their fossil hunting activities in recent years, between the large number of commercial operations and the limited activity of universities and scientific institutions, there is quite a lot of fossil searching activity going on"
couple with,[ˈkəpəl wɪθ],与......相结合；伴随,
cover...with...,[cover...with*...],用......覆盖......,[D] Research now indicates that the parts of the inner continental shelf that remained covered with ice were colonized by a variety of early human groups well adapted to living in extremely cold environments
cover up,[ˈkəvər əp],掩盖：盖住,
cry out for,[kraɪ aʊt fər],迫切需要,
cut away,[kət əˈweɪ],切除,The stone between the arms and the body and between the legs in standing figures or the legs and the seat in seated ones was not normally cut away
cut back on,[kət bæk ɔn],削减；缩减；减少,
cut down,[kət daʊn],削减；砍倒,
cut into,[kət ˈɪntu], 打断,
cut off,[kət ɔf],切断；挡住,
cut out,[kət aʊt],切断；删去；停止,"Therefore his art looked different from other artists' work; for example, in one painting he cut out pictures of children from magazines and put them in his painting (and they also had more detail and were longer than paintings by most other artists)"
date back to,[deɪt bæk tɪ],追溯到,It contains fossils that date back to the Precambrian period
date from,[deɪt frəm],X 追溯到；始于,
deal with,[dil wɪθ],处理,"You could even extend the argument to say that this is becoming a problem with modern life in general: most problems have been solved, so no special thinking or creativit y by anyone-whether it be adults or kids-is needed these days to deal with new situations or problems"
dedicate (oneself) to,[ˈdɛdəˌkeɪt (ˌwənˈsɛlf) tɪ],奉献给；致力于,
defend...from,[defend...from*],保护......以免于；保卫,Chipmu nk species actively defend their ecologica l zones from encroachm ent by neighboring species
defend against,[dɪˈfɛnd əˈgɛnst],防卫；保卫；抵抗,
depart from,[dɪˈpɑrt frəm],离开,
descend from,[dɪˈsɛnd frəm],由......传下来；起源于,
desire to do sth.,[dɪˈzaɪər tɪ du sth*.],希望做某事,
destine to,[destine* tɪ],注定要；命中注定,
determine to do sth.,[dɪˈtərmən tɪ du sth*.],决定做某事；决心做某事,
develop into,[dɪˈvɛləp ˈɪntu],发展成为,
devoid of,[dɪˈvɔɪd əv],缺乏......,
devote (oneself) to,[dɪˈvoʊt (ˌwənˈsɛlf) tɪ],致力于；献身于,
die for,[daɪ fər],渴望；切望；为了......而死,
die from/of,[daɪ from/of*],因......而死（from 指外因；of 指内因）,
die off,[daɪ ɔf],相继死去,The vegetation started to die off in large areas
die out,[daɪ aʊt],灭绝；消失,
differ from,[ˈdɪfər frəm], 不同于,To show how these two forests differ from others in the United States
differentiate from,[ˌdɪfərˈɛnʧiˌeɪt frəm],将......区别开来,
dig down,[dɪg daʊn],挖下去；挖掘,
dig up,[dɪg əp],挖出；开垦；发现,
disapprove of,[ˌdɪsəˈpruv əv],不赞成,
discourage sb. from doing sth.,[dɪˈskərɪʤ sb*. frəm duɪŋ sth*.],劝某人不要做某事,
discriminate against,[dɪˈskrɪməˌneɪt əˈgɛnst],歧视,
dispense with,[dɪˈspɛns wɪθ],摒弃；省掉,
distinguish...from...,[distinguish...from*...],区分......与......；辨别,"What is important to understand from the  lecture is that the professor disagr ees with the  criticisms of communal on line ency clop edias  presented in the readin g, namely that the  ency clopedias contain inaccurate information;  that unscrupulous users can tamper with the  information in the encyclopedias; and that the  ency clopedias do not distinguish important  topics from unimp ortant ones"
dive into,[daɪv ˈɪntu],跳入；投入；钻所,
divide into,[dɪˈvaɪd ˈɪntu],把......分成,
do well in,[du wɛl ɪn],在某方面做得好,
do/try one's utmost,[do/try* wənz ˈətˌmoʊst],竭力；尽全力,
doze off,[doʊz ɔf],打瞌睡,
dozens of,[ˈdəzənz əv],几十；许多,
drain away,[dreɪn əˈweɪ],流尽；流失；枯竭,
draw one's attention to,[drɔ wənz əˈtɛnʃən tɪ],引起某人对......的注意,
draw together,[drɔ təˈgɛðər],聚集；靠拢,
dream up,[drim əp],虚构；凭空想出,
dress up,[drɛs əp],穿上盛装；（给......）装扮；伪装；乔装,
drift off,[drɪft ɔf],渐渐离去；漫无目的地移动；迷迷糊糊地睡去,
drill down,[drɪl daʊn],向地下钻；深度探讨,
drill into,[drɪl ˈɪntu],钻（孔）；训练（某人）掌握（某种技能、法则等）,
drive away,[draɪv əˈweɪ],赶走；（把车）开走；离去,
drive out,[draɪv aʊt],驱除；消除,
drive over,[draɪv ˈoʊvər],开车前往；开过去,
drive up,[draɪv əp],抬高,
drop by/in,[drɔp by/in*],顺便拜访,
drop down,[drɔp daʊn],落下,
drop off,[drɔp ɔf],减少；中途让（某人）下车,
dry out,[draɪ aʊt],干透；变干,
dry up,[draɪ əp],干涸,
due to,[du tɪ],由于,"But if we see a �recise balance of nature, it is largely an artifact of our perception, due to the illusion that nature, especially a complex system like a forest, seems so unchanging from one day to the next"
dwindle away,[dˈwɪndəl əˈweɪ],缩小；减少,
earn one's living,[ərn wənz ˈlɪvɪŋ],谋生,
eat one's words,[it wənz wərdz],食言,
either...or...,[either...or*...],是......或是......,"Wildlife zoologist Helmut Buechner (1953), in reviewing the nature of biotic changes in Washington through recorded time, says that ""since the early 1940s, the state has had more deer than at any other time in its history, the winter population fluctuating around approximately 320,000 deer (mule and black-tailed deer), which will yield about 65,000 of either sex and any age annually for an indefinite period"
eject...from......,[eject...from*......],驱逐；排出,"Should the use of rewards fail, members can frequent ly win by rejecting or threatening to ostracize those who deviate from the primary group's norms"
eliminate from,[ɪˈlɪməˌneɪt frəm],从......中消除（或删去、排出）,
embark on/upon,[ɪmˈbɑrk on/upon*],从事；着手；开始做,
emerge from,[ˈimərʤ frəm],自......出现；从......露出来,
enable (sb.) to do sth.,[ɪˈneɪbəl (sb*.) tɪ du sth*.],使（某人）能够做某事,
end up,[ɛnd əp],结束；告终,
engage in,[ɪnˈgeɪʤ ɪn],从事；参与,"Consistent with this view, parents and children increasingly engage in  discussions of past events when children are about three years old"
enroll in,[ɪnˈroʊl ɪn],加入；入学,
enter into,[ˈɛnər ˈɪntu],进入；讨论；成为......的一部分,
envision...as,[envision...as*],将......想象成,
equip with,[ɪkˈwɪp wɪθ],以......装备,
even if/though,[ˈivɪn if/though*],即使；虽然,
even now/then,[ˈivɪn now/then*],即使这样/那样；就在这时/那时,
even so,[ˈivɪn soʊ],尽管如此；虽然如此,
every now and then,[ˈɛvəri naʊ ənd ðɛn],有时；不时；偶尔,
evolve from,[ɪˈvɑlv frəm],由......进化而来,
evolve into,[ɪˈvɑlv ˈɪntu],发展成；进化成,
evolve out of,[ɪˈvɑlv aʊt əv],从......发展出来,Sometimes primary group relationships evolve out of secondary group relationships
excel in,[ɪkˈsɛl ɪn],在某方面超过；在某方面很擅长,
except for,[ɪkˈsɛpt fər],除外（不包括在内）,"One study suggests that except for a 250-mile coastal area between southwestern British Columbia and Washington State, the Northwest Coast of North America was largely free of ice by approximately 16,000 years ago"
exclude from,[ɪkˈsklud frəm],把......排除在外,
exempt...from,[exempt...from*],免除,
expect to do sth.,[ɪkˈspɛkt tɪ du sth*.],期望做某事；预计做某事,
expel from,[ɪkˈspɛl frəm],驱逐出；开除；排出,
eye to eye,[aɪ tɪ aɪ],心有灵犀,
face to face,[feɪs tɪ feɪs],面对面地,
face up to,[feɪs əp tɪ], 勇于面对（困难或问题）,
fade away,[feɪd əˈweɪ],渐渐消失；凋零；消瘦；憔悴,
fail to,[feɪl tɪ],不能,"According to paragraph 3, what did the teachers working with Wildman and Niles often fail to do when they attempted to practice reflection?"
fall away,[fɔl əˈweɪ],背离；背叛；减弱；渐退,
fall back,[fɔl bæk],退却；后退,
fall down,[fɔl daʊn],跌倒；落下,
fall into,[fɔl ˈɪntu],落入；陷于,"The ceramics fall into three broad types-earthenware, stoneware, and porcelain-for vessels, architectural items such as roof tiles, and modeled objects and figures"
fall off,[fɔl ɔf],X 减少；跌落,
fall on sb./sth.,[fɔl ɔn sb./sth*.],（责任）落在.......身上；袭击,
fall prey to,[fɔl preɪ tɪ],成为......的牺牲品；深受......之害,
fall victim to,[fɔl ˈvɪktɪm tɪ],成为......的受害者；屈服于；被降服,
feed into,[fid ˈɪntu],注入；送入；装进,
feed on,[fid ɔn],以......为食,
fight for,[faɪt fər],为......而战,
fight off,[faɪt ɔf],击退；竭力避免,
fight with,[faɪt wɪθ],与......并肩战斗；为反对......而战斗；与......打架,
figure out,[ˈfɪgjər aʊt], 解決；算出；想出；理解,[C] Help the man figure out which ctasses to take
file for,[faɪl fər],提出；申请,
fill out,[fɪl aʊt],填写；填充,The reason the man has to fill out a form
fill up,[fɪl əp],（使）填满；装满,
find fault with,[faɪnd fɔlt wɪθ],抱怨；找碴；挑剔,
first and foremost,[fərst ənd ˈfɔrˌmoʊst],首先,
fish for,[fɪʃ fər],摸索；搜寻,
fit in/into,[fɪt in/into*],适应；适合,
fit out with,[fɪt aʊt wɪθ],向......提供（或配备）所需的东西,
flag up,[flæg əp],标记出,
flash back to,[flæʃ bæk tɪ],回想起,
flatter oneself,[ˈflætər ˌwənˈsɛlf],自以为是；自鸣得意,
focus on,[ˈfoʊkɪs ɔn],集中于,Another explanation for the focus on animals might be that these people sought to improve their luck at hunting
for a while,[fər ə waɪl],暂时；片刻,
for fear of/that,[fər fɪr of/that*],生怕；以免,
for free,[fər fri],免费,
for instance,[fər ˈɪnstəns],例如,"Studies on discrimination and problem- solving skills in the bottlenose dolphin, for instance, have concluded that its intelligence lies ""somewhere between that of a dog and a chimpanzee"
for one thing,[fər wən θɪŋ],首先；一方面,
for one's sake,[fər wənz seɪk],为了......的缘故；为了......的利益,
for sale,[fər seɪl],出售；待售,"However , recently a professio nally painted, full-length portrait of a teenage girl owned by a mem ber of the Austen family has come up for sale"
for the benefit of,[fər ðə ˈbɛnəfɪt əv],为了......的利益,
for the first time,[fər ðə fərst taɪm],第一次；首次；开始,"When some people visit a city or country for the first time, they prefer to take an organized tour"
for the purpose of,[fər ðə ˈpərpəs əv],为了......目的,
for the sake of,[fər ðə seɪk əv],为了......起见；看在......的分上,
freeze over,[friz ˈoʊvər],冻结；使......凝固；冰封,
frighten away,[ˈfraɪtən əˈweɪ],吓跑；吓走,
from one's point of view,[frəm wənz pɔɪnt əv vju],从某人的角度看；根据某人的观点,I want to respond the question from the second point of view
from the bottom up,[frəm ðə ˈbɑtəm əp],从下到上,
from the perspective of,[frəm ðə pərˈspɛktɪv əv],从......的角度,
from the standpoint of,[frəm ðə ˈstændˌpɔɪnt əv],从......的角度,
from time to time,[frəm taɪm tɪ taɪm],时不时；偶尔,The studies are complicated by the fact that the data are sometimes contradictory and the mechanisms apparently change from time to time
fulfill one's pledge,[fʊlˈfɪl wənz plɛʤ],履行诺言,
function as,[ˈfəŋkʃən ɛz],起......的作用；具有......的功能,
gain control of,[geɪn kənˈtroʊl əv],控制,
get into the habit of,[gɪt ˈɪntu ðə ˈhæbət əv],养成......的习惯,
get involved,[gɪt ˌɪnˈvɑlvd],介入；参与,
get lost,[gɪt lɔst],迷路,
get on with,[gɪt ɔn wɪθ],继续做,
get over,[gɪt ˈoʊvər],克服；（从病中）恢复过来,
get rid of,[gɪt rɪd əv],摆脱；除去,
get stuck in,[gɪt stək ɪn],被困在；开始工作（或吃饭）；使劲干,
get through,[gɪt θru],通过；完成；度过；熬过（困难时期等）,
get to,[gɪt tɪ],到达；开始；接触到,"The basic cultural requirements for the successful colonization of the Pacific islands include  the appropriate boat-building, sailing, and navigation skills to get to the islands in the first place;  domesticated plants and gardening skills suited to often marginal conditions; and a varied inventory  of fishing implements and techniques"
give access to,[gɪv ˈækˌsɛs tɪ],接见；准许出入,
give away,[gɪv əˈweɪ],赠送；丧失；泄露,
give birth to,[gɪv bərθ tɪ], 产生；造成；生育,
give in,[gɪv ɪn],提交；投降；屈服,
give off,[gɪv ɔf],散发出（气体、热量或气味）,
give out,[gɪv aʊt],分发；放出,
give place to,[gɪv pleɪs tɪ],让位于；被......所代替,
give priority to,[gɪv praɪˈɔrəti tɪ],给......以优先权；优先考虑,
give prominence to,[gɪv ˈprɑmənəns tɪ],突出,
give rise to,[gɪv raɪz tɪ],使发生；导致,
give sb. an account of,[gɪv sb*. ən əˈkaʊnt əv],向某人说明；向某人解释（理由）,
give up,[gɪv əp],放弃,"Another aspect is that people are becoming more and more unhappy with time spent waiting in traffic or finding parking places, so they might be willing to give up their cars and rely on public transportation"
give vent to,[gɪv vɛnt tɪ],表达；发泄感情等（尤其指负面情绪）,
give way to,[gɪv weɪ tɪ],为所替代；让路；让位于,
glare at,[glɛr æt],怒目而视,
go about,[goʊ əˈbaʊt],着手做；忙于,
go abroad,[goʊ əˈbrɔd],去国外,
go after,[goʊ ˈæftər],追求；追逐,
go ahead,[goʊ əˈhɛd],前进；进行,
go along with,[goʊ əˈlɔŋ wɪθ],遵从；赞同,
go back to,[goʊ bæk tɪ],来源于......；回到；追溯至,You can skip questions and go back to them later as long as there is time remaining
go crazy,[goʊ ˈkreɪzi], 发疯,
go down,[goʊ daʊn],下降,"If the price of CDs goes up, the demand will go down not only for CDs, but also for CD players"
go downhill,[goʊ ˈdaʊnˈhɪl],走下坡路；（形势）恶化,
go for,[goʊ fər],选择；袭击,
go on,[goʊ ɔn],继续,"You might go on to argue that if you're relaxed, you'll learn better"
go out,[goʊ aʊt],（灯）熄灭,
go through,[goʊ θru],经受；仔细检查,
go to extremes,[goʊ tɪ ɪkˈstrimz],走极端,
go to pieces,[goʊ tɪ ˈpisɪz],崩溃；破裂,
go under,[goʊ ˈəndər],下沉；沉没；失败；破产,
go up,[goʊ əp],增长；上升,
go with,[goʊ wɪθ],与......相配；伴随......而存在,
go wrong,[goʊ rɔŋ],发生故障；出错,
grab at,[græb æt],抓住；夺取,
grieve for/over,[griv for/over*],为......感到悲痛,
grow into,[groʊ ˈɪntu],成长为；长大了穿得上（大号的衣物）,[A] Seeds need less water to grow into a mature plant than spores do
grow out of,[groʊ aʊt əv],（因自身长大或改变而）改掉（或戒除）（习惯、爱好等）；长大了穿不下（原来的衣服）,
guard against,[gɑrd əˈgɛnst],防止；防范,
hand in,[hænd ɪn],递交,"These words, however, conflicted with his nonverbal behavior, such as his shaking his hand in pain and his trembling voice, so his daughter did not believe the verbal message"
hand out,[hænd aʊt],分袋；散袋,
hand over,[hænd ˈoʊvər],交出；移交,
hang around,[hæŋ əraʊnd],闲荡；徘徊；逗留,
hang back,[hæŋ bæk],犹豫；踌躇；畏缩,
hang on to,[hæŋ ɔn tɪ],紧握住；坚持下去,
happen to,[ˈhæpən tɪ],发生于,
hasten to do sth.,[ˈheɪsən tɪ du sth*.],碰巧急忙做某事,
hate one's guts,[heɪt wənz gəts],对某人恨之入骨,
have a knowledge of,[hæv ə ˈnɑlɪʤ əv],对......有了解,
have a problem with,[hæv ə ˈprɑbləm wɪθ],有异议；不同意；反对,
have access to,[hæv ˈækˌsɛs tɪ],有.......的机会；有......的权利,"It will also mean that scientists will lose opportunities to make discoveries from studying fossils, since they won't have access to really important ones"
have advantages over,[hæv ædˈvæntɪʤɪz ˈoʊvər],比......优越,
have an acquaintance with sb.,[hæv ən əkˈweɪntəns wɪθ sb*.],与某人相识,
have an advantage over,[hæv ən ædˈvæntɪʤ ˈoʊvər],胜过；优于,
have an effect/impact/influence on,[hæv ən effect/impact/influence* ɔn],对......有影响,
have an understanding of,[hæv ən ˌəndərˈstændɪŋ əv],了解......,
have no effect on,[hæv noʊ ˈifɛkt ɔn],对......没有影响,
have no need to,[hæv noʊ nid tɪ],不需要......,
have nothing to do with,[hæv ˈnəθɪŋ tɪ du wɪθ],和......毫无关系,
have sth. to do with,[hæv sth*. tɪ du wɪθ],与某事有关,
have sympathy for,[hæv ˈsɪmpəθi fər],怜悯,
have the ability to do sth.,[hæv ðə əˈbɪləˌti tɪ du sth*.],有能力做某事,
head for,[hɛd fər],朝......进发,
hear about,[hir əˈbaʊt],听说；得知,
hear of,[hir əv],听到,
heat up,[hit əp],加热；升温,
help oneself (to),[hɛlp ˌwənˈsɛlf (tɪ)],自用；自取（食物等）,
help out,[hɛlp aʊt],帮助解决难题（或摆脱困境）,
help sb. with,[hɛlp sb*. wɪθ],② 在某方面帮助某人,
hold back,[hoʊld bæk],（使）犹豫；克制住（泪水或笑声等）,People may hold back sexually meaningful memories
hold off,[hoʊld ɔf],推迟；阻止,
hold on to,[hoʊld ɔn tɪ],紧紧抓住；坚持,
hold one's breath,[hoʊld wənz brɛθ],② 屏住呼吸,
hold up,[hoʊld əp],举起；支撑；耽搁,
hundreds of,[ˈhənərdz əv],数以百计的,", the settlements of Chaco Canyon in New Mexico in  the American Southwest were notable for their ""great houses,"" massive stone buildings that  contain hundreds of rooms and often stand three or four stories high"
hunger for,[ˈhəŋgər fər],渴望,
